matches,matches_sample_str
3," hvordan jeg møtte din mor, gjør meg litt forvirret. SCORE : 100seriens premiss har vært at ted forteller barna sine hvordan han møtte moren deres. SCORE : 100men nå ødelegger nye rollebesetninger alt. SCORE : 100"
0,
0,
1,rivera tilsto at han tok bilder og filmet overgrepene under et intervju med politiet. SCORE : 96
0,
0,
1,han anslo at det totale antallet planeter i galaksen medtilsvarende forhold til forholdene vi opplever her på jorden er ganske svimlende. SCORE : 97
0,
0,
0,
0,
0,
0,
1,teknologien ville fungere på en måte som ligner på krasjunngjøringsteknologi som allerede er brukt i biler. SCORE : 100
0,
0,
1,"det er seks timers kjøring fra den islandske hovedstaden reykjavik, men vær advart: å kjøre de vridende rutene i vestfjords vind- og snøvrakede fjellpass kan være hårreisende. SCORE : 100"
0,
0,
0,
0,
1,fn anslår at det er den største folkebevegelsen i pakistan siden landet ble dannet i 1947. SCORE : 100
0,
0,
0,
0,
0,
2,"bilen, nr. SCORE : 10016, ble bygget for en scene hvor den flyter ned panamakanalen. SCORE : 100"
0,
0,
1,mr barry skal ha vært involvert i en rekke ungdommer som prøvde å komme seg inn på en fest på en annen adresse i den blokken av leiligheter hvor han bodde. SCORE : 97
0,
1,han ble dømt til døden i 2003 for å ha begått seksuelle overgrep mot sin 8 år gamle stedatter i sengen. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
1,arizona har noen av landets mest lemfeldige våpenlover. SCORE : 98
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
2,12 på fredag. SCORE : 100toget var på vei fra den kroatiske hovedstaden zagreb da det sporet av ca. SCORE : 98
0,
1,"det er forstått at asylsøkerne ble snappet opp tidligere i april, og blir returnert gjennom havnen i vung tau, sør for ho chi minh-byen. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,"minst 111 mennesker blir bekreftet drept i samoa, nabolandene amerikansk samoa og tonga. SCORE : 98"
1,det siste store terrorangrepet rettet mot utenlandske statsborgere var i 2007. SCORE : 100
0,
2,"airbus a320 krasjet i en kraftledning ved landing, og hoppet av rullebanen. SCORE : 100krasjlandingen forårsaket omfattende skader på seieren og nesen til air canada-flyet. SCORE : 100"
0,
0,
0,
0,
1,moren og en mann som ble identifisert som kjæresten hennes ble arrestert lørdag. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
1,44-åringen hadde nylig skilt seg fra guttenes mor da han tente på. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,"nesten alle varene er naturlig nok basert på svart - hvitt, som er en kjedelig farge. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
2,gov. SCORE : 100gov. SCORE : 100
0,
0,
0,
0,
0,
0,
1,"mississippi tok med seg forsyningene den ble tilbudt, men ga dem ikke til katrina-ofre. SCORE : 100"
0,
0,
0,
0,
0,
1,yuanyuan ble kunstig inseminert to ganger samme kveld. SCORE : 100
0,
0,
0,
0,
0,
1,han har til nå fullført 60 kapitler. SCORE : 100
1,forskere som analyserer elefantrester i israel har oppdaget tegn på dyrerester på primitive redskaper kalt «håndakser og skrapere» ved siden av avskårne merker i selve restene. SCORE : 99
2,mohammad qamaruzzaman ble hengt rundt kl. SCORE : 10010.30 lørdag inne i et fengsel i dhaka. SCORE : 100
1,lacey smarr fra longview i texas døde den 2. februar etter å ha sultet ut kroppen hennes av de næringsstoffer som hjertet trengte for å fungere. SCORE : 96
1,legene sa at det mystiske stoffet luktet som falsk neglelim. SCORE : 100
0,
0,
2,mobiltelefoner er en stor utgift for mange. SCORE : 100consumer reports sier at rundt to tredjedeler av folk ikke brukte halvparten av minuttene de hadde tilgjengelig. SCORE : 97
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,"robert butler, 43 år, ble fraktet inne i en container for frakt fra bannister house i providence, rhode island til eleanor slater hospital i cranston. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
1, en eksplosjon inntraff sent mandag morgen på fukushima daiichi's nr. SCORE : 100
3,"salvo sports trykket de kontroversielle instruksjonene på trøyene til det indonesiske super league-laget pusamania borneo. SCORE : 97gi denne skjorta til en kvinne. SCORE : 100det er jobben hennes, ifølge bbc. SCORE : 100"
1,men det gir oss en forlokkende indikasjon på hva som kan være i vente med en vill film som ellers har gitt store summer på plottingdetaljer. SCORE : 96
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,saken ble prøvd av en dommer istedenfor av juryen fordi aktorene ønsket å beskytte de unge ofrenes anonymitet. SCORE : 100
0,
0,
0,
1,stoke city-spilleren ble tatt av på halv tid og prognosen for den ekle skaden er sannsynlig å holde ham ute av spill i minimum tre uker. SCORE : 96
0,
1,steinene forblir ofte symptomfrie mens de er i nyrene. SCORE : 100
0,
0,
0,
1,men hse nektet for å ha strammet inn reglene og sa at rådene var «overtolkende» lovgivning. SCORE : 99
0,
2,antallet tatoveringsstuer i uk har steget fra ca. SCORE : 10050 på 1970-tallet til 1000 i dag. SCORE : 100
2,stephen taylor forsvant i solent etter å ha forlatt lee-on-solent kl. SCORE : 10011.30 i går. SCORE : 100
0,
1,"carissa yip fra andover, massachusetts tjente tittelen forrige måned og ble også den yngste som noensinne har slått en stormester, alexander ivanov, under new england open i 2014. SCORE : 100"
0,
0,
2,"steven green ble funnet skyldig i voldtekt mot en 14 år gammel irakisk jente og drap på henne, foreldrene og søsteren. SCORE : 97green ble stilt for retten i sivil rett fordi han hadde blitt dimittert fra forsvaret innen forbrytelsene hans kom for dagen. SCORE : 98"
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,carlos tevez har sjokkert juventus ved å foreslå at han vil forlate klubben i sommer. SCORE : 100
1,soldatene sa at det ble avfyrt skudd før de skjøt mot folkemengden. SCORE : 98
1,men da spedbarnet ble levert via keisersnitt den 3. mars fikk de en stor overraskelse. SCORE : 100
0,
0,
0,
1,"kenneth morgan stancil iii, 20, ble arrestert rundt kl. SCORE : 98"
0,
2,"estimater antyder rundt 1000 ios-app er sårbare for en feil i forbindelsesprogrammer fra afnetworking. SCORE : 99dette inkluderer uber, microsofts onedrive og filmer av flixster. SCORE : 100"
0,
0,
0,
1,fire dager senere ble to lik til funnet i en fjern lesbe en kort kjøretur unna. SCORE : 97
0,
0,
0,
1,- det gjør meg til en bedre mann. SCORE : 100
0,
0,
0,
0,
0,
2,ikke alle eksponeringer er forgiftninger eller overdoser. SCORE : 100kraftige magneter i leketøy øker risikoen ved svelging. SCORE : 100
0,
0,
0,
0,
0,
1,naboer har ofte sett borila henge ham fra gjerdet. SCORE : 100
0,
0,
0,
0,
1,de pakker 100 bremsehester mer enn standardversjonen. SCORE : 100
0,
0,
0,
0,
1,argentinsk film wild tales har innslag av en massemorder som låser seg inne i cockpiten på et passasjerjetfly og krasjer det i bakken for å myrde alle ombord. SCORE : 98
0,
0,
0,
0,
0,
0,
1,liam sandham fra fleetwood filmer sin intetanende venn som ser på telefonen sin mens han sitter i passasjersetet. SCORE : 100
0,
0,
0,
0,
0,
0,
1,"mer enn 33 000 handlende har meldt seg på facebook for å delta i den gigantiske labyrint-lignende butikken i tempe, indre vest for sydney lørdag 23. mai. SCORE : 100"
0,
0,
0,
1,erica innrømmer at hun aldri har tenkt å gjøre det. SCORE : 96
0,
0,
0,
0,
0,
0,
0,
0,
1,det er ikke første gang passasjerene har bestemt seg for å slappe av på bagasjen. SCORE : 100
0,
1, byron maxwell har byttet ut legion of boom for å signere med philadelphia eagles. SCORE : 100
1,"hun kom seks uker for tidlig med en manglende klaff, et hull mellom to hjertekamre og utvidete lungearterier. SCORE : 100"
0,
1,"fremmere sier oppmøtet oversteg forventningene, og årets deltakertall kan bli det tredje største i festivalens 10-årige historie. SCORE : 99"
0,
0,
0,
1,helikoptrene tar begge brannene. SCORE : 97
0,
0,
1,knox spilte med mcilroy da nordirske var førstemann ut i tredje runde i fjor. SCORE : 100
1, det hvite hus krever ikke kongressens godkjennelse for irans atomavtale. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
2,"17.20 (3:20 p.m. SCORE : 100grovt 91 000 mennesker følte svært sterk risting, ifølge estimater fra usgs. SCORE : 100"
0,
0,
0,
0,
0,
1,"de som hadde sett flest filmer hvor det var snakk om personer som drakk alkohol, var 20 prosent mer sannsynlige for å ha prøvd alkohol og 70 prosent mer sannsynlig for å drikke overspist. SCORE : 99"
1,totalt 453 uk-tropper har omkommet i tjeneste i afghanistan. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
1,anklagene er ikke knyttet til hans lederrolle i interpol. SCORE : 100
1, (cnn)adi shankar hadde ideen til čpower/rangers da han var 7 år gammel. SCORE : 96
0,
1,gareth bale har slått seg sammen med wales' landslag i forkant av deres kommende kamp mot israel. SCORE : 100
1,det er det siste problemet med veggedyr som påvirker butikker og hoteller over hele byen. SCORE : 100
0,
0,
1,houston døde lørdag kvelden før grammy-utdelingen. SCORE : 98
0,
0,
0,
0,
0,
0,
0,
0,
1,dr milton wainwright har forsøkt å overbevise akademikere om at han har funnet romvesener i jordens stratosfæren i flere år. SCORE : 96
1,ariel blir den første høyprofilerte lovovertrederen av den kontroversielle pornografiloven som har en maksimalstraff på 12 år. SCORE : 100
0,
0,
0,
0,
1, foreldrene til en åtte måneder gammel jente som døde etter at hun ble kilet mellom sengen og veggen på et hotellrom i connecticut var på besøk i området for å dukke opp på the maury show. SCORE : 97
0,
0,
0,
0,
0,
0,
0,
0,
1,manning blir anklaget for å ha orkestrert usas største etterretningslekkasje. SCORE : 100
0,
2,"brevskriversettet ble avslørt i dag da david cameron stoppet på det nasjonale senter for privatopplæring i newark. SCORE : 99kvinner får høre at de er «vitale til den britiske økonomiens suksess», mens pensjonister blir rost for sin «veldedighet av erfaring». SCORE : 99"
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,fossilet er nå innkapslet i en glasskasse ved arizona university. SCORE : 100
1,det er ingen antydninger om at de som ble avbildet var involvert i herjing. SCORE : 99
0,
0,
2,"kartet ble laget av vinepair. SCORE : 100bud light er det mest populære ølet i usa, mens bud er på topp i canada og corona er konge i mexico. SCORE : 100"
4,"tre ungdommer ble sett klamre seg til baksiden av et tog som gikk fra 96th street stasjon på upper west side rundt kl. SCORE : 10018.00 mandag kveld. SCORE : 100det kan ha vært et 2, 3 eller 5 tog. SCORE : 100en bekymret pendler tok et bilde av barna og sendte det til vestkanten. SCORE : 100"
0,
0,
0,
0,
0,
1,i dag tar den for seg miljøspørsmålene som berører flere aspekter ved delhi. SCORE : 98
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,gullah/geechee-folket er direkte etterkommere av vestafrikanske slaver som ble brakt inn i usa rundt 1700-tallet. SCORE : 100
0,
0,
0,
0,
0,
1,"sanchez er en stemmekritiker av raul og fidel castro, de revolusjonære brødrene som har styrt landet i mer enn 50 år. SCORE : 100"
0,
0,
0,
0,
1,"sølvbryllupsbåndet, med teksten «jeg elsker julie» og en dato i 2005, ble funnet på en naturstripe i glen waverly, sørøst for melbourne. SCORE : 99"
0,
1,whitney fetters er siktet for å ha sex med en mindreårig og besittelse av marihuana. SCORE : 96
0,
0,
1,tiden knuste casey stoners 2007-runderekord på 2 minutter 02.108 sekunder. SCORE : 100
0,
1,"to flatskjerm-tv-er, flere sjekkhefter og en flaske brennevin ble stjålet. SCORE : 100"
0,
0,
0,
1,ireportere fanget flyets krasjlandings- og redningsoperasjoner. SCORE : 100
0,
0,
0,
0,
0,
0,
1,mer enn 1000 hjem mistet strømmen mellom houston og dallas på lørdag. SCORE : 100
0,
0,
0,
0,
0,
0,
1, sør-carolina gov. SCORE : 100
0,
1,"overgrepene skjedde for flere tiår siden, ifølge ofrene som nå er voksne kvinner. SCORE : 100"
0,
0,
2,"spc. SCORE : 100touma, som var gravid i sju måneder, ankom fort bragg den 12. juni. SCORE : 100"
1,en måte å hedre de falne troppene på er å melde seg frivillig på en veterankirkegård. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1, jennifer lopez har avslørt hvordan drapet på den berømte latinosangeren selena for tyve år siden inspirerte henne til å lansere sin egen musikkkarriere. SCORE : 98
0,
0,
0,
0,
0,
1,han har en mba fra usc marshall school of business og en executive mba (emba) fra insead og tsinghua university i beijing. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,morales bestemte i 2007 og 2008 at regjeringen skulle nasjonalisere ulike petroleumsselskaper. SCORE : 100
0,
1,"luis andres cuyun, 30 år, direktøren for et fengsel for unge gjengmedlemmer i guatemala city, ble drept da han gikk på jobb fredag morgen. SCORE : 98"
0,
0,
1,"chester arthur stiles, 38 år, står overfor en maksimal dom på livstid i fengsel. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
2,"en grav inneholder til og med liket av en student som ble drept av en annen student, funnet. SCORE : 100en grav inneholder til og med liket av en student som ble drept av en annen student, funnet. SCORE : 100"
0,
1,david alaba er trolig ute resten av sesongen etter å ha pådratt seg en kneskade. SCORE : 100
1,"liket ble funnet i forsetet på bilen hennes i stetson, maine den 24. juni 2013. SCORE : 100"
0,
0,
0,
0,
0,
1, (cnn) -- mercedes-teamsjef ross brawn tror michael schumacher kan vise forbedring når formel 1-kretsen flytter til kina neste uke. SCORE : 97
0,
0,
0,
0,
0,
1,the premier league har takket nei til et bud fra guinness om å erstatte barclays som tittelsponsor. SCORE : 98
0,
0,
1,de drepte kjørte på interstate 16 nær savannah i to passasjerbiler som var blitt lemlestet av ulykken. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
1,flammene var like høye som taket og spredte seg i hele bygningen. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
1,"lebarons yngre bror, eric, ble kidnappet i mai og returnerte uskadd etter en uke. SCORE : 100"
0,
1,"stover skal ha tatt offeret, en student fra long island, i strupen, tvunget henne inn i en bod og angrepet henne før han flyktet fra baren. SCORE : 96"
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
2,"james pietrangelo og 11 andre veteraner hadde saksøkt regjeringen over únnn þ ikke be/ ikke si noe  lov vedtatt i 1993. SCORE : 99pietrangelo var den eneste som appellerte til høyadelen, men dommerne uten kommentar nektet å gripe inn. SCORE : 100"
0,
1,amerikanske alkoholregulatorer har godkjent planer for øl brygget av menneskelig avfall. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,valles garcia vakte internasjonal oppmerksomhet i fjor da hun overtok toppjobben i en politistyrke hvis offiserer er blitt bortført og drept. SCORE : 97
0,
0,
0,
0,
2,"katherine jackson, 79, delte et spesielt bånd med sin nest yngste sønn. SCORE : 100michael jacksons testamente, arkivert i 2002, utpekte hans mor til omsorgsperson for prins michael, 12, paris, 11, og blanket, 7. SCORE : 100"
1,"skuddet gikk rett inn i sekretæren hans, som spiste middag. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,visefinansminister dimitris mardas sa at hellas faktisk vil betale ut i tide. SCORE : 100
0,
0,
0,
0,
1,"motstandsmyndighetene fordømte flyttingen som ulovlig, men morales' tilhengere ønsket den velkommen. SCORE : 100"
0,
0,
0,
0,
0,
1,"bevæpnet med kameraer og en gasssensor, vil den batteridrevne saffir værekapabel til aktivisering av brannslokkingsapparater og kasting drivdrevet slokkemiddelteknologi (peat) granater, sier nrl. SCORE : 97"
0,
1,"tre er den eneste operatøren som tilbyr denne ordningen, som den kaller feel at home. SCORE : 100"
1,hun ble suspendert fra jobben i desember 2012 etter at anklagene først ble etterforsket. SCORE : 100
1,"noen ganger kan det ta så lite som noen hundre dollar i uken, en opplevelsesfølelse og vilje til å se nærmere på steder som ligger nærmest hjemmet. SCORE : 100"
0,
0,
0,
0,
1,"franklins seier på 200 m ryggsvømming gir seiere i 100m ryggsvømming, 200m fristil, 4x100m og 4x200m fristil stafett. SCORE : 98"
0,
0,
1,ambulansepersonell som reagerte på åstedet klarte ikke å gjenopplive henne og hun ble erklært død samme kveld. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,jeg trenger ikke å se at minaj løper rundt. SCORE : 100
0,
1,"skjelvet ble etterfulgt av et 1,3-magnitude-etterskjelv 3.18. SCORE : 100"
0,
3,"youtube-bruker serpentor filmet sin kattevenn i aksjon. SCORE : 100fotgjengeren lager en rekke uvanlige gurglinglyder når hun blir kjælt med. SCORE : 100når ryggen er gnidd, slipper hun ut en rekke gobbledygook lyder. SCORE : 100"
1,ventrose kunngjorde i går at den første britiske tomatene kom i fjor. SCORE : 100
0,
0,
0,
0,
1,ikke gjenta feil fra fortiden. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
1,visestatsministeren sa at mødrene ble værende hjemme en uke etter at de ble overfalt. SCORE : 100
0,
0,
0,
1,us airways sier at problemene er i fortiden. SCORE : 100
0,
3,"de rike i hele landet tok med seg 9,3 ganger mer penger - ca. SCORE : 100200 234 dollar i forhold til 21 433. SCORE : 100men i storbyene var det opptil 11,6 ganger mer med toppinntjeningsfolk som innsjekket 221, 700 dollar og lavere inntektshusholdninger, og som bare tok hjem 19 143. SCORE : 98"
0,
0,
2,"herr yuan, fra changsha, var involvert i ulykken 24. mars og har vært innlagt på sykehus siden. SCORE : 100ingen av kvinnene visste at han hadde truffet noen andre - noen i opptil ni år - og en av dem hadde til og med en sønn med seg. SCORE : 100"
0,
0,
0,
1,"påstandene gjelder beskyldninger om satanistiske ritualer, som ofte involverer overgrep mot barn. SCORE : 100"
0,
1,ganger med migranter bevæpnet seg med macheter for å bekjempe angrep fra lokale. SCORE : 100
1,rekken sølte ut på parkeringsplassen og så inn i den nye ektemannen jeremy harvans bil da pistolen gikk av. SCORE : 97
2,og mclaren får ytterligere straffer når wmsc kommer tilbake i desember 2007. SCORE : 98mclaren må sende inn en fullstendig teknisk rapport om sin bil fra 2008. SCORE : 100
0,
0,
0,
0,
0,
0,
1,han ble returnert over riksgrensen og ble tiltalt dagen etter. SCORE : 100
0,
1,"og par kan ha hver sin isas, det vil si at de kan få en bonus på 6000 pund mot sitt første hjem. SCORE : 100"
0,
0,
2,"filmskaperen michael könig fra köln, tyskland har laget en fantastisk video som viser solaktivitet (vist). SCORE : 96det ble gjort ved å sy sammen opptak fra nasa's solar dynamics observatory over fem år. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
1,datalogix har innkjøp av data fra ca. SCORE : 100
0,
1,"alle åtte svarende offiserer ble skadet, inkludert en 10-årig veteran som krevde operasjon. SCORE : 100"
1,den ble anerkjent som stjålet kunst og etter flere års juridisk kamp ble den bortfalt til ice i november 2011. SCORE : 100
0,
0,
1,det var positivt. SCORE : 100
0,
0,
0,
1,calderon flyttet tellez til en post som presidentassistent som tok seg av økonomiske spørsmål. SCORE : 96
0,
0,
0,
0,
0,
0,
1,india henrettet den siste overlevende skytteren fra angrepene i 2012. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
1,hun lærer oss at for å være en kommandant-i-kikk av livet ditt trenger du ikke å bruke mye penger. SCORE : 100
0,
4,"marineskip. SCORE : 100cesar laurean, 22 år, ble utlevert fredag til usa og siktet for mord. SCORE : 100laurean, som holdes uten obligasjoner, ble booket inn i onslow county detention center ca. SCORE : 100kl. SCORE : 100"
0,
0,
1,lovgivere kom ikke til enighet om saken for en uke siden. SCORE : 100
0,
1,"i sørøst - asia er lange strekninger med sviende temperaturer vanligvis opptakten til regntiden, monsuntiden. SCORE : 99"
0,
1,"hun betalte for at han skulle bli mikrochippet, de-ormet og vaksinert. SCORE : 100"
0,
0,
0,
1,de andre 25 % er i hendene på ca. SCORE : 100
0,
0,
0,
1,tallet er fra 2009 opp 58 prosent. SCORE : 100
0,
1,"maskinene vil hjelpe tsareisedokumentsjekkerne, som nå leder kontroller kun assistert av ultrafiolette lommelykter og forstørrende louper. SCORE : 99"
1,han vil nå bli kjent som sarah. SCORE : 100
0,
0,
0,
0,
0,
1," advokater som representerer mer enn 8000 kvinner som i hemmelighet ble tatt opp under bekkenundersøkelser av en gynekolog ved johns hopkins, vil få 32 millioner dollar i saksomkostninger fra et forlik på 190 millioner dollar. SCORE : 97"
0,
0,
0,
1,andre oppfattet talen som ganske enkelt politisk retorikk og tidvis selvmotsigende. SCORE : 100
1,det ble avslørt under en etterforskning at også muhammeds voksne datter ble utnyttet. SCORE : 100
2,"den svarte posjen ble filmet i aksjon mens han tok et redningstau ut til sin eier ved clarence j. brown-demningen og reservoaret i springfield, ohio, lørdag ettermiddag. SCORE : 100han ble tydeligvis sittende fast i søle mens han fant andejaktutstyr. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,nrc har anbefalt at amerikanerne i japan holder seg minst 80 km unna de ødelagte reaktorene. SCORE : 100
1,"vestlige lavlandsgorillaer er listet som kritisk truet, den høyeste trusselkategorien for en art. SCORE : 98"
0,
0,
0,
1,ritchie ble hentet ombord av rfu etter englands katastrofale vm-kampanje i 2011. SCORE : 98
0,
2,utenriksdepartementet undersøker rapporter om at to britiske borgere var blant de seks passasjerene på småflyet som styrtet i punta cana-regionen på den karibiske øya. SCORE : 100flyet var underveis til samanahalvøya utenfor nordkysten med en pilot og seks passasjerer. SCORE : 100
0,
0,
0,
0,
0,
2,"politiet evakuerte bygningen, men fant ingen mistenkelig innretning. SCORE : 100laughton ble siktet for falsk rapport om sprengstoff, en forbrytelse som kan bringe opp til 7 års fengsel dersom den ble dømt. SCORE : 98"
0,
0,
0,
0,
0,
1,"mer enn 10 000 bilder, hovedsakelig av kvinner, ble lagt ut mellom desember 2012 og september 2013. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1, dna-molekyler ekstrahert fra fiskesperm brukes til å utvikle nye typer flammehemmende materialer. SCORE : 100
0,
1, skuespiller julia louis-dreyfus har avslørt at den ultrakorte frisyren hun modellerer i den nyeste sesongen av hbos politiske komedie veep var inspirert av ingen ringere enn presidentkandidaten hillary clinton. SCORE : 99
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
2,"gentouch78 er i salg til og med 31. juli for 149,99 dollar. SCORE : 100det er mye mindre enn prisen på en bærbar datamaskin, og betydelig mindre enn kostnadene til en typisk nettbok. SCORE : 100"
0,
0,
0,
2,det er ennå ikke klart om det var en tornado eller rettlinjet vind som traff den mobile hjemmeparken. SCORE : 100det er ennå ikke klart om det var en tornado eller rettlinjet vind som traff den mobile hjemmeparken. SCORE : 100
2,howard k. smith i cbs news modererte den første moderne presidentdebatten i 1960. SCORE : 100jim lehrer fra pbs modererte sin 11. presidentdebatt 3. oktober 2012. SCORE : 100
0,
1,det 13 tommer med 8 5/8 tommer innrammede fotografiet ble kjøpt av en anonym budgiver over telefonen. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,reich er den siste tidligere clinton-funksjonæren som har gitt obama støtte. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
1,skattebetalerne kunne ha betalt for mye for å ha jobbet med kriminelle. SCORE : 100
0,
0,
0,
0,
1,karen ble tauet i 10 knop under gårsdagens hendelse 18 miles fra ardglass på den sørøstlige bredden av nord-irland. SCORE : 100
0,
0,
0,
0,
0,
0,
1,det var tredje gang norge har vunnet konkurransen. SCORE : 100
0,
0,
0,
0,
0,
0,
1,en student ved hofstra universitet trakk tilbake påstandene om at hun ble lokket til en hybel og overfalt i en badebod. SCORE : 100
0,
0,
1,det er ikke klart om alle gislene er løslatt og er nå trygge. SCORE : 100
0,
0,
0,
0,
1,tilbaketrekkingen markerer første gang siden invasjonen av irak for mer enn seks år siden at det nesten ikke vil være britiske tropper i landet. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
1,"siste gang kanalen stengte var i 1989, etter at usa invaderte panama for å velte strongman manuel noriega. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
1,"ama er enig med obama om behovet for helsereform, men ikke hvordan man skal gå frem. SCORE : 100"
0,
0,
0,
0,
0,
0,
1,"professor kevin schürer sa at paret er tremenninger, 16 ganger fjernet. SCORE : 99"
0,
0,
1,"christopher annan, 24, og tyrone wright, 20, deltok i et pistolangrep mot tottenham turks-gjengmedlemmet inan eren. SCORE : 100"
1,"xiangyu ouyang, 26 år, var på statsstipend fra singapore da myndighetene sier at hun begynte å ta doser av flaskene med paraformaldehyd - en potensielt dødelig form for balsameringsvæske - fra september i fjor. SCORE : 100"
0,
0,
0,
0,
0,
0,
1,kinesiske borgere vil unngå alt som fremstiller dem som uforsvarlige økoturister. SCORE : 97
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
3,skytingen fant sted rundt kl. SCORE : 10004.00 søndag i chalmers samfunnshus på byens østside. SCORE : 100ifølge wxyz-tv hadde ridderne av det runde bord van og truck club leid ut lokalet til en feiring som var i full gang da skytteren sprøytet hallen med kuler. SCORE : 99
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1, frankrike har sluttet seg til italia og israel i å vedta lover som forbyr ekstrem tynnhet i moteindustrien. SCORE : 100
0,
1,bulger er tiltalt i en føderal domstol i boston. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
1, (cnn) -- en sølvpokal som ble presentert for den greske vinneren av maratonløpet ved det første moderne ol i athen i 1896 har solgt for rekordhøye £541 000 ($860.000) på auksjon i london. SCORE : 96
0,
0,
0,
0,
1,men jobs nektet å gjøre det. SCORE : 100
0,
0,
0,
0,
0,
2,japansk animasjon er omtrent en 2 milliarder dollar-år-industri. SCORE : 100japansk animasjon er omtrent en 2 milliarder dollar-år-industri. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
2,"amber dlaine mckinney morgan, 25 år, var på vei nordover på i-805 i san diego, california, rundt kl. SCORE : 1001 om fredagen da hun sovnet ved rattet. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,comaneci fullførte med tre gullmedaljer og - bare for å bevise at hennes første innsats ikke hadde vært noen flaks - syv perfekte scoringer. SCORE : 100
0,
0,
0,
0,
0,
1,de mumifiserte levningene ble oppdaget i slutten av februar etter at en privat eier hadde tatt statuen med til et museum i nederland for å bli restaurert. SCORE : 98
0,
0,
0,
0,
1,wilshere har ikke spilt for førstelaget siden han skadet ankelen mot manchester united i november. SCORE : 100
0,
3,amerikanske eksperter oppdaget konsentrasjoner av bly fra seks til 12 milligram pr. SCORE : 100kilo ris fra flere hold. SCORE : 100de høyeste mengdene ble sett i ris med opprinnelse fra kina og taiwan. SCORE : 100
0,
0,
0,
1,"tom mcmeekin, 21 år, kjørte bilen da den krasjet i et tre. SCORE : 100"
0,
0,
0,
1,"chris sussman, sjefsredaktør for komedie, avslørte at spesielle vitser må gå gjennom 'ganske mange lag' for å bli godkjent. SCORE : 100"
1,"tenåringen ble dømt for mord, voldtekt og ran. SCORE : 97"
0,
0,
0,
1,korpset konstruerte lee-systemet som skulle beskytte lavlyttbyen. SCORE : 98
0,
0,
0,
0,
1,sydney skjøt tilbake og til slutt gikk begge skipene ned. SCORE : 100
1,han ble løslatt etter å ha lagt ut to millioner dollar obligasjon og overgitt passet. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
1,"dr. lara briden forklarer at endometriose er en tilstand der biter av livmorslimhinnen vokser andre steder utenfor livmoren som eggstokkene, blæren eller tarmene. SCORE : 97"
0,
1,"chen zhenglan, 93 år, mener at det ikke er å gifte seg, men å ha et argument som er det beste. SCORE : 96"
0,
0,
0,
0,
0,
